date,lsi_raw,lsi_smooth,lsi_lo,lsi_hi
2016-06-16,68.16387766649876,70.3426946235386,65.04616496119556,75.63922428588165
2016-06-17,69.93109989293018,70.85935444332243,65.59066294532465,76.12804594132021
2016-06-20,72.67122738398909,71.82069038810882,66.6953869953043,76.94599378091333
2016-06-21,75.29538401182819,72.41698224189001,67.42672847712372,77.4072360066563
2016-06-22,74.74435811652896,72.59794515868286,67.68925276781475,77.50663754955097
2016-06-23,74.35348247332864,72.31152245908838,67.41152123906485,77.2115236791119
2016-06-24,71.75944614812627,71.36349129279048,66.45672167113571,76.27026091444526
2016-06-27,69.43061808404866,69.81575706429733,64.74104087598177,74.89047325261289
2016-06-28,67.92614099576886,68.39745815321265,63.08032673948425,73.71458956694106
2016-06-29,66.03500921990383,67.04967582309892,61.4942208720792,72.60513077411865
2016-06-30,64.46124441237609,65.84312896918055,60.052778776234206,71.6334791621269
2016-07-01,64.81626573893627,64.71151746850202,58.703669445823095,70.71936549118095
2016-07-04,64.91900616253244,63.52561483576472,57.35648509518402,69.69474457634541
2016-07-05,63.31361817069774,62.572390804241884,56.43137543376077,68.71340617472299
2016-07-06,61.50933757929893,61.72476082579289,55.95265335835062,67.49686829323517
2016-07-07,59.62482256660773,60.86385694516904,55.628162299146204,66.09955159119187
2016-07-08,59.362440999243994,60.04996540203948,55.5282940200922,64.57163678398678
2016-07-11,58.527834563233135,59.38262718205177,55.2960693874731,63.46918497663044
2016-07-12,58.78993857456925,58.887645630062835,54.80915030170565,62.96614095842002
2016-07-13,59.221765360625625,58.53831082265855,54.18778867561055,62.888832969706556
2016-07-14,58.64225063078379,58.14025101723305,53.17519545868798,63.105306575778116
2016-07-15,58.04446671537634,57.858053804783474,52.01768223574201,63.69842537382494
2016-07-18,57.17947891477776,57.686299837468425,51.386048232004114,63.986551442932736
2016-07-19,56.57602236126545,57.518413785177096,51.14354938656234,63.89327818379185
2016-07-20,56.55245407608611,56.99621254002078,50.74133050953822,63.251094570503334
2016-07-21,57.58766080336393,56.026684424753725,49.97078530227633,62.08258354723112
2016-07-22,58.04656299458634,54.79190813809887,48.89222541384999,60.691590862347745
2016-07-25,54.98684191468952,53.188041625721546,47.397767993767296,58.978315257675796
2016-07-26,51.257769908506916,51.10709573842176,45.31778886240462,56.896402614438905
2016-07-27,48.5360449081938,49.00141833050151,43.20764304311384,54.795193617889176
2016-07-28,45.3489567746242,47.12104112735852,41.307999313429924,52.93408294128711
2016-07-29,41.98583286498762,46.07607630107027,40.344249644395546,51.807902957745
2016-08-01,42.84791894792216,46.02679650761126,40.37572202692032,51.677870988302196
2016-08-02,44.88392257258538,46.7741319604304,41.17784183547841,52.370422085382394
2016-08-03,47.67208813067187,48.387135806438664,42.83462350687146,53.93964810600587
2016-08-04,50.91281135429374,50.74724963248683,45.253610789404,56.240888475569655
2016-08-05,53.767393077927885,53.03789280327767,47.58821074783562,58.487574858719725
2016-08-08,56.63998369668197,55.138076015711555,49.73419136009108,60.54196067133203
2016-08-09,58.50662964732476,56.39793794085198,50.99154020215273,61.80433567955124
2016-08-10,58.88242114345813,57.06250845510722,51.62721125656608,62.49780565364836
2016-08-11,59.58520505962254,57.277705143775506,51.89401077450412,62.661399513046895
2016-08-12,56.49112160665486,57.01930621982535,51.91932978461456,62.119282655036145
2016-08-15,55.56480495408042,56.3520926545968,52.00996653642781,60.694218772765794
2016-08-16,55.273769898605885,56.008136521927824,52.519503435489675,59.49676960836597
2016-08-17,54.831191229030864,55.64278798942541,53.04330370751209,58.24227227133873
2016-08-18,53.836134690724904,55.444017269331034,53.18379503060751,57.704239508054556
2016-08-19,56.47472821477528,55.45694532482383,52.33920287123049,58.574687778417164
2016-08-22,57.02776533210558,55.564662435067056,51.025277523269054,60.10404734686506
2016-08-23,55.09972656599429,55.72628647193894,49.589743032449284,61.8628299114286
2016-08-24,55.65530134252997,55.95497659858917,48.370056614612224,63.539896582566115
2016-08-25,56.02778967030853,56.07010737077808,47.5949431992167,64.54527154233946
2016-08-26,55.96255948713404,55.873770734452656,46.92456136860374,64.82298010030158
2016-08-29,55.43696557727649,55.16373122046332,45.846179518420584,64.48128292250605
2016-08-30,57.28064362009768,53.62310079026088,44.079209641265535,63.16699193925622
2016-08-31,55.65340887782766,51.368758736369216,41.72205735582496,61.015460116913474
2016-09-01,50.1294499680689,48.46180019691913,38.81215473225516,58.1114456615831
2016-09-02,44.87088833111291,45.179789294306524,35.53529414871926,54.82428443989379
2016-09-05,40.24739529306682,41.796303834664364,32.305769903303485,51.28683776602524
2016-09-06,35.61384971098349,38.85835514898417,29.601560865581334,48.115149432387
2016-09-07,32.46288925898816,36.864042059925204,27.769596840202283,45.958487279648125
2016-09-08,33.596245402602605,35.77128124815626,26.929841105736934,44.61272139057558
2016-09-09,35.0877680780663,35.474804184049376,27.042095932746363,43.90751243535239
2016-09-12,36.169258344656136,36.00063421028987,28.17666964469541,43.824598775884326
2016-09-13,37.22156264873031,36.94215312471594,29.898799437026955,43.98550681240492
2016-09-14,38.17205584431863,37.55042599061737,31.817290985771773,43.28356099546297
2016-09-15,39.29465989466693,37.760229608933365,33.60571266215749,41.91474655570924
2016-09-16,39.05352165997063,37.63517682279398,34.676113217353716,40.594240428234244
2016-09-19,37.85415546391264,37.16488313723765,34.888682394678156,39.44108387979715
2016-09-20,36.55639340627832,36.50605036254092,34.404715933560226,38.60738479152161
2016-09-21,35.29388884168037,35.812990364774386,33.66856859900186,37.95741213054691
2016-09-22,33.929506849835995,35.28220260129389,33.22809982324402,37.336305379343756
2016-09-23,33.560226421441534,34.85137913263932,32.79027805507171,36.91248021020694
2016-09-26,34.443239910301244,34.42170124897243,32.28983513797013,36.553567359974735
2016-09-27,35.33800731560714,34.09813919686157,31.87778572991923,36.31849266380391
2016-09-28,34.83839118333064,33.96060149490932,31.662735486835935,36.258467502982704
2016-09-29,33.54864822061007,33.83482828818632,31.54551044992225,36.1241461264504
2016-09-30,33.028954476904325,33.6661017326744,31.490436850663684,35.84176661468511
2016-10-03,32.966742936170256,33.69377619842641,31.61527752951566,35.77227486733717
2016-10-04,32.6798139743806,34.05229500121181,31.969551185992408,36.13503881643121
2016-10-05,33.26215402171773,34.693245721889454,32.558767292944545,36.827724150834364
2016-10-06,35.531728575871234,35.47461371050274,33.330983583247914,37.61824383775756
2016-10-07,37.34802280282848,36.30654169185882,34.202777567570706,38.41030581614693
2016-10-10,38.035303265353555,37.066572964810575,35.02062585594778,39.11252007367337
2016-10-11,38.49853039719728,37.64309525066417,35.56270638194014,39.723484119388196
2016-10-12,38.79023880566286,37.91772679967208,35.75996725439133,40.075486344952836
2016-10-13,38.00003288504291,38.0011970767958,35.82269751431455,40.17969663927705
2016-10-14,37.297810022692865,37.98727944757545,35.84543837068715,40.12912052446376
2016-10-17,37.454149418926605,37.733693080447146,35.44973928111388,40.017646879780415
2016-10-18,37.93231474269454,37.255615548751486,34.76808843812489,39.74314265937808
2016-10-19,37.93787986081107,36.844253267279065,34.04501152217511,39.64349501238302
2016-10-20,36.72342582729918,36.326106225860606,33.092808688746764,39.55940376297445
2016-10-21,35.44369608379319,35.72132345748248,32.109397689808866,39.33324922515609
2016-10-24,35.12049691473603,35.17857451724085,31.474914444218903,38.88223459026279
2016-10-25,33.67078073276362,34.67943603821759,30.983510647021745,38.37536142941343
2016-10-26,33.22067004027972,33.90148296792016,30.2394129442362,37.56355299160412
2016-10-27,34.133072161003135,33.19339921983455,29.67613837098716,36.710660068681946
2016-10-28,34.443910507648226,32.33385935594791,28.947674818498776,35.72004389339704
2016-10-31,31.277754335217196,31.490935050275137,28.228630339733648,34.753239760816626
2016-11-01,30.48710984719393,30.708876545458033,27.63804155734902,33.779711533567045
2016-11-02,29.103717867529532,30.12328254937088,27.224644192859575,33.02192090588218
2016-11-03,27.770310593054226,29.57925718536233,26.747382043066562,32.411132327658095
2016-11-07,27.746260506559985,29.37201667658479,26.600868948047932,32.143164405121645
2016-11-08,30.033914188393048,29.409820684172704,26.678929128456772,32.140712239888636
2016-11-09,30.635732959588392,29.63879643181746,26.986210456272747,32.29138240736218
2016-11-10,29.827070773774416,30.073074320505896,27.44280551848052,32.70334312253127
2016-11-11,30.75173790030933,30.79901569378794,28.11758308776983,33.48044829980605
2016-11-14,30.706548101042806,31.594638983176477,28.9413729354834,34.24790503086955
2016-11-15,30.8102558138733,32.53458169213605,29.954541874232035,35.11462151004007
2016-11-16,32.827850119534304,33.400048105249354,30.818273414402185,35.98182279609652
2016-11-17,35.603277214112794,33.95926460212406,31.3852181950474,36.533311009200716
2016-11-18,37.215331922305374,34.2634093615472,31.7412818312553,36.785536891839094
2016-11-21,35.88533566556755,34.352593453769614,31.977631197017207,36.727555710522026
2016-11-22,34.666253378432295,33.83215665218061,31.60060315653802,36.063710147823194
2016-11-23,32.83556141700475,33.02384790057228,30.828502868044403,35.21919293310015
2016-11-24,31.434544459430235,32.05618790379835,29.892695807651936,34.21967999994477
2016-11-25,29.18479250841124,31.35060189143091,29.063300164811345,33.63790361805047
2016-11-28,29.945115952854497,30.911749674086757,28.010774979823065,33.81272436835045
2016-11-29,30.441711944887903,30.816815232678273,27.022078985665907,34.61155147969064
2016-11-30,30.946233578995447,30.99220118720388,26.323390020107706,35.66101235430005
2016-12-01,31.594287857023243,31.69180100744137,26.119453203984364,37.26414881089838
2016-12-02,32.17102032714534,32.1830683246416,26.16926274408181,38.1968739052014
2016-12-05,32.662246141109485,32.47507886052565,26.266485634836755,38.68367208621454
2016-12-06,34.0819912500737,33.31085669110221,26.90965988581039,39.71205349639403
2016-12-07,33.38398717325606,34.68447366958767,28.022290435448284,41.34665690372705
2016-12-08,32.48578569607628,36.49112335511619,29.522389500164678,43.459857210067696
2016-12-09,36.79667839303137,38.521883268979686,31.256308710379244,45.78745782758013
2016-12-12,41.20960670642146,40.621386272249346,33.03526567378498,48.207506870713715
2016-12-13,44.817568125844936,42.38613543941993,34.60185985190533,50.17041102693453
2016-12-14,46.87756553815395,43.88937886474759,36.1910180664242,51.587739663070984
2016-12-15,48.77851227296138,44.818364188537366,37.19024660242548,52.44648177464925
2016-12-16,45.73723134345015,45.39711272674684,37.838691851810054,52.955533601683626
2016-12-19,43.008489673369894,45.78641732052778,38.437155084328104,53.13567955672746
2016-12-20,43.29957565955981,46.16102068865175,39.11813151063332,53.20390986667019
2016-12-21,45.260846473887796,46.77225406458881,39.803809161652566,53.74069896752505
2016-12-22,47.54270028231149,47.83460560846165,41.03999245139715,54.629218765526154
2016-12-23,49.499789115021755,48.95145671989293,42.61121806907709,55.29169537070877
2016-12-26,53.0571459045207,50.28552260209629,44.02676107173565,56.54428413245694
2016-12-27,53.173692150560136,51.55557429347344,45.0382776982883,58.072870888658585
2016-12-28,50.82644745338885,52.43792179401372,45.44130539083913,59.4345381971883
2016-12-29,52.63803683498327,53.086684749292075,45.77834121992101,60.39502827866314
2016-12-30,54.15120831352782,53.79766574411736,46.24261917961908,61.35271230861564
2017-01-01,53.719132786093475,54.80725382012448,47.3255571860275,62.28895045422146
2017-01-09,54.04112980197029,56.32627030653537,49.32327025693763,63.32927035613311
2017-01-10,58.034012868297694,57.8239429648212,51.489355582267706,64.1585303473747
2017-01-11,60.24080868260997,59.32733369858421,53.34770492332194,65.30696247384648
2017-01-12,61.45956285826505,61.138816698600984,54.97562580463874,67.30200759256323
2017-01-13,63.12174544298409,62.721757706659666,55.79208348762335,69.65143192569597
2017-01-16,64.67494344986896,63.65858641782081,55.42949802484132,71.88767481080029
2017-01-17,66.39951378621083,64.10027717320436,54.7915966136297,73.40895773277902
2017-01-18,65.12171685838103,64.1149322700413,54.18619881680517,74.04366572327743
2017-01-19,64.59181384642575,62.977342434774336,52.58986468773335,73.36482018181532
2017-01-20,63.33264397029482,60.85435926344688,50.18164835676107,71.52707017013269
2017-01-23,61.56214853612354,57.86281047360362,47.04037698294037,68.68524396426687
2017-01-24,55.15861659611541,54.40819102399324,43.530847684678704,65.28553436330778
2017-01-25,49.814061250576785,50.35514532420024,39.285358777853936,61.42493187054654
2017-01-26,45.45867225730802,46.439799588529084,35.150404619889194,57.729194557168974
2017-01-27,40.939380711108306,43.19877123739131,31.65089480451101,54.746647670271614
2017-01-30,36.2204939478748,41.1060149305668,29.278495263356277,52.933534597777324
2017-01-31,35.92522382059674,40.09354746905369,27.999866563872565,52.18722837423481
2017-02-01,38.87495007815909,40.054251941091216,28.24805320075095,51.86045068143149
2017-02-02,40.509322448343866,41.04167841529847,29.69510346313691,52.38825336746003
2017-02-03,42.72678901998497,41.79786945875464,31.16973860315768,52.4260003143516
2017-02-06,45.183603561570784,42.11397585085573,32.45037956314108,51.777572138570385
2017-02-07,47.851366030559035,41.50778845201207,33.036934718022586,49.97864218600156
2017-02-08,41.51383125206797,40.08207661754894,32.41223549186227,47.751917743235616
2017-02-09,38.1379685653044,37.73397749115817,30.511654453478776,44.956300528837566
2017-02-10,34.631638286253505,35.24679302093956,28.26247512710959,42.23111091476954
2017-02-13,30.529339607101953,32.34298518498978,25.402048628351828,39.28392174162773
2017-02-14,26.290095135249555,30.311390127433558,23.266988969630408,37.35579128523671
2017-02-15,27.77331227004052,28.797890852739148,21.635441614380028,35.96034009109827
2017-02-16,27.524711178910575,27.8413405390642,20.69460860551004,34.988072472618356
2017-02-17,27.292665849174387,27.504088073341318,20.35968094790848,34.64849519877416
2017-02-20,27.543473642443537,27.689091492453596,20.696125005997416,34.682057978909775
2017-02-21,27.935786090528854,27.70738244434299,21.205429503515546,34.209335385170434
2017-02-22,28.168572347041795,27.783475951514976,22.405655495552164,33.161296407477785
2017-02-27,27.585119069035507,27.81213894412586,22.872640184146828,32.75163770410489
2017-02-28,27.90134893326628,27.682485544557256,23.23049612250131,32.1344749666132
2017-03-01,28.05736572911445,27.497317430125026,23.41576505001018,31.578869810239873
2017-03-02,27.4933067974506,26.797912248608053,22.89433051298194,30.701493984234165
2017-03-03,26.63589984546328,25.879103922075306,21.992201979993375,29.766005864157236
2017-03-06,26.639609289503266,24.702017538661966,20.83762863493782,28.566406442386114
2017-03-07,23.272736076422994,23.289807754396072,19.44726130003541,27.132354208756734
2017-03-09,21.153460783306265,21.723177664933093,17.902486292173034,25.543869037693153
2017-03-10,19.661744249372898,20.625527644269283,16.860921317059017,24.39013397147955
2017-03-13,18.171897239253205,19.764958090506433,16.087482536442014,23.44243364457085
2017-03-14,16.52689617120974,19.71227744341952,16.135733861882024,23.288821024957016
2017-03-15,18.952349700816615,20.26039489017549,16.767962054954765,23.752827725396216
2017-03-16,20.61562241316331,21.3324712176811,17.961728408531986,24.703214026830214
2017-03-17,22.90397154681462,22.57751273507565,19.363451460674835,25.791574009476467
2017-03-20,24.990282910598033,24.01627303605617,20.947468506541185,27.085077565571154
2017-03-21,27.16627854191217,24.943710617695494,21.991403568368806,27.896017667022182
2017-03-22,26.887187861015065,25.487222628203238,22.667068265241692,28.307376991164784
2017-03-23,26.598218278073382,25.473346466348524,22.57170408060905,28.374988852088
2017-03-24,25.444412772291866,25.117665416058543,21.984981567959796,28.25034926415729
2017-03-27,24.420206486717525,24.428931463701247,20.882297439462647,27.975565487939846
2017-03-28,22.806838413831642,23.74436783054468,19.63304635376788,27.855689307321477
2017-03-29,22.50051555856816,23.07765745481519,18.859459770272267,27.29585513935811
2017-03-30,22.34514087541109,22.61037017536623,18.351403186271806,26.869337164460656
2017-03-31,22.095242428919075,22.473090504476716,18.24405522718469,26.702125781768743
2017-04-03,21.931245647966954,22.89410369680798,18.584515654797222,27.20369173881874
2017-04-04,22.173401816149198,23.739388181765207,19.27856528211643,28.200211081413986
2017-04-05,23.459248790490886,25.063328777713014,20.10367884702888,30.022978708397147
2017-04-06,25.753930760150514,26.905204072579586,21.190235577499855,32.62017256765932
2017-04-07,28.41750695326872,28.64941779103589,21.934920360105544,35.36391522196624
2017-04-10,31.612725047045746,30.153312070044517,22.56946683530657,37.737157304782464
2017-04-11,34.98836949298511,31.261221562646682,22.98917115864416,39.5332719666492
2017-04-12,34.140741677161074,32.13514867163716,23.514753129774554,40.75554421349977
2017-04-13,32.70066176920957,32.72522320905748,23.97072714640625,41.47971927170872
2017-04-14,31.214615238706056,33.51332726273554,24.83140997700454,42.19524454846653
2017-04-17,31.871420523083817,34.33579432133326,25.906945321685846,42.764643320980674
2017-04-18,32.548028715211,35.839843637188636,27.858790638321352,43.82089663605592
2017-04-19,37.12945342279215,37.740364113772834,30.3791475633415,45.10158066420417
2017-04-20,40.745638903169144,39.95998590140163,33.28279546502343,46.63717633777983
2017-04-21,44.669086888148726,41.95821657982849,35.92873587384988,47.987697285807094
2017-04-24,46.004305105298975,43.77819627316287,38.26235700223082,49.29403554409492
2017-04-25,46.75196775210759,44.81462809622529,39.591671727245775,50.03758446520481
2017-04-26,45.85903527207184,45.265031399042805,40.12445582287451,50.4056069752111
2017-04-27,45.28788656855167,45.0496093995621,40.04220728019101,50.057011518933194
2017-04-28,44.38447618422908,44.53837391448343,39.80656338070703,49.270184448259826
2017-05-02,43.89846202289174,43.866726245997484,39.62271178588003,48.11074070611494
2017-05-03,43.16113289178385,43.10903256980931,39.38335609404821,46.834709045570406
2017-05-04,42.42565670974825,42.194043118017916,38.94110987171712,45.446976364318715
2017-05-05,42.050434072705954,41.28821441625354,38.00580262362782,44.570626208879254
2017-05-10,40.5551795387546,40.33469187568805,36.731665083464115,43.93771866791199
2017-05-11,38.88296040601193,39.488601693895,35.55374867295244,43.42345471483756
2017-05-12,38.043675271878456,38.9126985569842,34.74789411373685,43.07750300023156
2017-05-15,37.22380423893331,38.598127655115384,34.31244841319009,42.88380689704068
2017-05-16,37.23850161923247,38.86118998495232,34.59098484449126,43.13139512541338
2017-05-17,38.39433475137269,39.83012455090505,35.57466999848733,44.085579103322765
2017-05-18,39.84843775962422,41.196091511976526,36.87481410162199,45.51736892233106
2017-05-19,42.39661584761312,42.9573805544749,38.43485288081697,47.479908228132835
2017-05-22,45.66550236768104,44.81700703351675,39.94041465373033,49.693599413303176
2017-05-23,47.60544399937884,46.46404248497983,41.32252399037938,51.605560979580275
2017-05-24,49.55282753642189,47.77292055229243,42.29891460669605,53.246926497888815
2017-05-25,50.25588697252549,48.17973387410925,42.50224276971902,53.85722497849949
2017-05-26,49.9235829116142,47.673611808201976,41.92252210766568,53.42470150873827
2017-05-29,49.0105842308125,46.51934510868519,40.800799556460575,52.2378906609098
2017-05-30,45.244309100330824,44.69331047583567,39.03385125741192,50.35276969425943
2017-05-31,42.122647906330066,42.40827338919047,36.6945138185852,48.12203295979574
2017-06-01,39.52557710276139,40.24210026506334,34.379386638817174,46.10481389130951
2017-06-02,36.770585106475224,37.99098148012314,31.91387543440682,44.06808752583946
2017-06-05,34.26062736600907,36.46060300834235,30.146827694448753,42.774378322235954
2017-06-06,34.760371042724344,35.64913406914462,29.03541902184257,42.262849116446674
2017-06-07,33.252752736231045,35.67993180754173,28.71094979553758,42.648913819545875
2017-06-08,34.53165979786532,36.566472037387335,29.212159359507467,43.9207847152672
2017-06-09,36.442365331945936,38.42653421242558,30.6319981907876,46.22107023406356
2017-06-13,39.74116127154115,40.475592674116356,32.1838254611148,48.76735988711791
2017-06-14,42.97636671539446,42.914485170852764,34.25507933486162,51.57389100684391
2017-06-15,47.281062591276786,45.23601750599023,36.338001680821705,54.13403333115876
2017-06-16,49.10378027455984,47.53495402322421,38.58001440420178,56.489893642246635
2017-06-19,50.32500021338588,49.61792085959211,40.768298608603835,58.46754311058039
2017-06-20,50.782386143827615,51.468760733898634,42.9214991267992,60.01602234099807
2017-06-21,52.53492095258372,52.90792549892875,44.89561366802354,60.92023732983395
2017-06-22,54.321929126116444,54.24111792110165,46.8048321107764,61.67740373142689
2017-06-23,55.93224583554013,55.191881560607335,48.602781951113066,61.780981170101605
2017-06-26,57.355215946487625,55.75901551207396,50.07662098060445,61.44141004354346
2017-06-27,58.436127229770136,55.68783824349435,50.8979982649143,60.477678222074395
2017-06-28,56.98034568992565,55.064344075791674,50.95771607406445,59.1709720775189
2017-06-29,54.75232380409399,53.886317881984176,50.21822089719368,57.55441486677467
2017-06-30,52.03668007252649,52.36168207576459,48.80978661048392,55.913577541045264
2017-07-03,49.957469952197755,50.68543320024601,47.18206705367061,54.18879934682141
2017-07-04,47.68606247888764,49.23727119585241,45.65842452035582,52.81611787134899
2017-07-05,46.68276530295046,48.40833197771931,44.79845757555039,52.01820637988823
2017-07-06,46.70238510114011,48.28130781465222,44.659626802821364,51.90298882648308
2017-07-07,46.84321165917042,48.42306061826853,44.85679590916173,51.989325327375326
2017-07-10,48.94974927716229,48.96438532811396,45.54434041807502,52.3844302381529
2017-07-11,51.147510931056935,49.845668264660176,46.651509777381825,53.03982675193853
2017-07-12,50.94973957751179,50.50465033199753,47.76965976104386,53.2396409029512
2017-07-13,51.47533544780573,50.69689530418475,48.36362559787004,53.03016501049946
2017-07-14,52.85174585877398,50.758678555722575,48.39260645816461,53.12475065328054
2017-07-17,51.31525957250153,50.589425329457264,47.47070698362505,53.70814367528948
2017-07-18,48.18892646448096,50.57340684970961,46.49390017090444,54.65291352851479
2017-07-19,49.38223203792711,50.707398086752065,45.8343915856347,55.58040458786943
2017-07-20,49.96273834719975,50.89014487079497,45.446354809614945,56.333934931974994
2017-07-21,50.83761021927826,51.0548086029655,45.360687191695476,56.748930014235526
2017-07-24,52.41327410710287,51.411724248603655,45.569693197626634,57.253755299580675
2017-07-25,54.13097334707428,50.83848508881514,45.002860089852526,56.674110087777755
2017-07-26,52.467905697695265,49.46485493616285,43.67436676011054,55.255343112215165
2017-07-27,50.68733598394803,47.53894207472731,41.71607362210894,53.36181052734568
2017-07-28,45.36955791940753,45.28399901003123,39.325997699874506,51.242000320187955
2017-07-31,40.347327278633685,42.857886282811286,36.55168322560202,49.16408934002055
2017-08-01,37.356220189229546,41.10162627422756,34.4631771060078,47.74007544244733
2017-08-02,36.62867265423032,39.797276818484484,32.92092621856354,46.67362741840543
2017-08-03,37.148184256534634,39.891179185217105,32.668954598029494,47.113403772404716
2017-08-04,40.174085637609174,41.200162096496186,33.48753696065609,48.912787232336285
